data,regiao,categoria,produto,canal,unidades,preco_unitario,receita,custo,lucro,satisfacao
2025-02-24,Sul,Esporte e Lazer,Bicicleta Rota,E-commerce,2,173.83,347.66,242.15,105.51,3.6
2025-02-24,Norte,Casa e Decoração,Tapete Onda,Loja física,4,202.79,811.16,438.14,373.02,3.9
2025-02-24,Centro-Oeste,Eletrônicos,Notebook Aura,Loja física,2,1974.72,3949.44,2954.39,995.05,4.0
2025-02-24,Centro-Oeste,Eletrônicos,Notebook Aura,E-commerce,2,1601.03,3202.06,2627.38,574.68,4.5
2025-02-24,Sudeste,Eletrônicos,Fone Pulse,Marketplace,6,930.23,5581.38,4995.73,585.65,4.0
2025-02-25,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,E-commerce,2,667.83,1335.66,842.22,493.44,4.0
2025-02-26,Sul,Casa e Decoração,Tapete Onda,E-commerce,2,314.1,628.2,367.52,260.68,3.9
2025-02-26,Sul,Vestuário,Calça Trilha,E-commerce,5,98.26,491.3,208.37,282.93,4.8
2025-02-26,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,3,335.36,1006.08,682.4,323.68,4.9
2025-02-26,Nordeste,Eletrônicos,Notebook Aura,E-commerce,5,1811.18,9055.9,7205.73,1850.17,4.1
2025-02-26,Sul,Casa e Decoração,Cadeira Foco,E-commerce,2,370.62,741.24,436.89,304.35,3.7
2025-02-27,Norte,Casa e Decoração,Tapete Onda,Loja física,1,420.71,420.71,213.94,206.77,4.7
2025-02-27,Nordeste,Eletrônicos,Notebook Aura,E-commerce,3,1517.24,4551.72,3770.77,780.95,3.8
2025-02-27,Norte,Esporte e Lazer,Halteres Par,Loja física,2,212.27,424.54,295.64,128.9,4.3
2025-02-27,Centro-Oeste,Alimentos,Azeite Oliva,E-commerce,3,53.66,160.98,123.18,37.8,4.1
2025-02-27,Nordeste,Casa e Decoração,Vaso Raiz,Loja física,4,279.22,1116.88,698.8,418.08,4.1
2025-02-27,Centro-Oeste,Eletrônicos,Fone Pulse,E-commerce,2,2302.95,4605.9,3354.85,1251.05,3.5
2025-02-28,Nordeste,Vestuário,Calça Trilha,Loja física,1,128.67,128.67,69.93,58.74,3.5
2025-02-28,Sudeste,Alimentos,Azeite Oliva,E-commerce,3,46.53,139.59,106.48,33.11,2.8
2025-02-28,Centro-Oeste,Alimentos,Granola Cheia,E-commerce,3,39.53,118.59,87.51,31.08,3.6
2025-02-28,Nordeste,Eletrônicos,Notebook Aura,E-commerce,8,1654.15,13233.2,10578.18,2655.02,3.7
2025-02-28,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,2,260.85,521.7,309.9,211.8,3.0
2025-02-28,Nordeste,Casa e Decoração,Luminária Sol,E-commerce,2,168.96,337.92,214.5,123.42,3.6
2025-02-28,Sul,Casa e Decoração,Cadeira Foco,Loja física,4,375.1,1500.4,851.67,648.73,4.7
2025-03-01,Centro-Oeste,Eletrônicos,Fone Pulse,Loja física,4,2047.13,8188.52,6818.84,1369.68,3.7
2025-03-01,Norte,Alimentos,Café Serra,E-commerce,3,55.69,167.07,116.74,50.33,4.1
2025-03-01,Sul,Vestuário,Jaqueta Norte,E-commerce,5,131.99,659.95,365.82,294.13,4.7
2025-03-01,Sudeste,Casa e Decoração,Cadeira Foco,Marketplace,3,253.99,761.97,478.78,283.19,3.7
2025-03-01,Nordeste,Casa e Decoração,Luminária Sol,Marketplace,4,433.94,1735.76,1100.15,635.61,3.3
2025-03-01,Nordeste,Eletrônicos,Fone Pulse,E-commerce,3,1765.28,5295.84,4176.36,1119.48,3.8
2025-03-01,Centro-Oeste,Eletrônicos,Fone Pulse,Loja física,5,2359.91,11799.55,9734.98,2064.57,
2025-03-02,Centro-Oeste,Eletrônicos,Fone Pulse,E-commerce,5,1795.88,8979.4,7141.37,1838.03,3.8
2025-03-02,Centro-Oeste,Alimentos,Café Serra,E-commerce,7,60.18,421.26,272.68,148.58,4.7
2025-03-02,Sul,Esporte e Lazer,Halteres Par,Marketplace,2,216.95,433.9,312.27,121.63,4.1
2025-03-03,Centro-Oeste,Vestuário,Calça Trilha,E-commerce,3,142.28,426.84,213.49,213.35,4.3
2025-03-03,Nordeste,Eletrônicos,Tablet Nimbus,Marketplace,2,2313.11,4626.22,4328.51,297.71,3.5
2025-03-03,Nordeste,Eletrônicos,Tablet Nimbus,E-commerce,5,2311.82,11559.1,10077.86,1481.24,3.9
2025-03-03,Sul,Vestuário,Camiseta Base,E-commerce,1,204.98,204.98,90.11,114.87,4.0
2025-03-03,Nordeste,Eletrônicos,Fone Pulse,Loja física,2,2339.95,4679.9,4095.24,584.66,3.7
2025-03-04,Norte,Esporte e Lazer,Bicicleta Rota,E-commerce,2,354.12,708.24,417.89,290.35,3.8
2025-03-04,Sul,Esporte e Lazer,Halteres Par,E-commerce,5,154.22,771.1,494.41,276.69,3.6
2025-03-04,Norte,Esporte e Lazer,Barraca Cume,Marketplace,3,371.18,1113.54,899.92,213.62,3.2
2025-03-05,Sul,Vestuário,Jaqueta Norte,Loja física,6,111.23,667.38,397.29,270.09,3.9
2025-03-05,Sudeste,Casa e Decoração,Tapete Onda,E-commerce,6,203.84,1223.04,707.29,515.75,4.5
2025-03-05,Sudeste,Casa e Decoração,Tapete Onda,Marketplace,6,415.93,2495.58,2118.23,377.35,3.5
2025-03-05,Sudeste,Esporte e Lazer,Prancha Maré,E-commerce,5,505.4,2527.0,1403.97,1123.03,3.9
2025-03-05,Centro-Oeste,Vestuário,Camiseta Base,Marketplace,2,130.06,260.12,149.33,110.79,5.0
2025-03-06,Sul,Esporte e Lazer,Barraca Cume,E-commerce,6,328.45,1970.7,1198.06,772.64,3.7
2025-03-06,Norte,Casa e Decoração,Luminária Sol,Loja física,4,112.0,448.0,279.32,168.68,4.3
2025-03-06,Centro-Oeste,Vestuário,Tênis Passo,Marketplace,2,130.01,260.02,151.44,108.58,5.0
2025-03-06,Nordeste,Alimentos,Granola Cheia,Marketplace,3,48.86,146.58,111.82,34.76,4.2
2025-03-06,Sudeste,Vestuário,Tênis Passo,Marketplace,5,153.62,768.1,432.34,335.76,3.1
2025-03-06,Sul,Vestuário,Calça Trilha,E-commerce,5,140.84,704.2,350.36,353.84,4.6
2025-03-06,Nordeste,Vestuário,Camiseta Base,Loja física,3,121.09,363.27,177.47,185.8,4.7
2025-03-06,Sudeste,Eletrônicos,Tablet Nimbus,E-commerce,3,1575.05,4725.15,3455.01,1270.14,5.0
2025-03-06,Sudeste,Eletrônicos,Notebook Aura,Marketplace,5,1583.54,7917.7,7044.93,872.77,3.5
2025-03-07,Nordeste,Vestuário,Tênis Passo,E-commerce,2,183.08,366.16,146.32,219.84,4.4
2025-03-07,Sul,Vestuário,Jaqueta Norte,E-commerce,5,141.95,709.75,346.58,363.17,3.2
2025-03-07,Nordeste,Eletrônicos,Tablet Nimbus,Marketplace,6,1689.52,10137.12,9902.45,234.67,2.8
2025-03-07,Nordeste,Vestuário,Tênis Passo,E-commerce,5,333.18,1665.9,898.76,767.14,3.6
2025-03-07,Sul,Esporte e Lazer,Halteres Par,E-commerce,6,409.86,2459.16,1609.31,849.85,4.1
2025-03-07,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,2,404.66,809.32,513.26,296.06,4.0
2025-03-07,Sul,Alimentos,Chá Manhã,E-commerce,2,42.02,84.04,64.09,19.95,3.3
2025-03-08,Norte,Casa e Decoração,Tapete Onda,Loja física,5,507.48,2537.4,1442.39,1095.01,4.4
2025-03-08,Nordeste,Alimentos,Azeite Oliva,E-commerce,3,65.96,197.88,150.32,47.56,4.0
2025-03-09,Sul,Vestuário,Tênis Passo,Loja física,1,62.49,62.49,28.24,34.25,4.8
2025-03-09,Sudeste,Casa e Decoração,Tapete Onda,E-commerce,11,197.3,2170.3,1306.78,863.52,4.2
2025-03-09,Sudeste,Casa e Decoração,Luminária Sol,Loja física,5,303.65,1518.25,786.05,732.2,4.1
2025-03-10,Sudeste,Vestuário,Jaqueta Norte,E-commerce,5,130.56,652.8,343.07,309.73,4.8
2025-03-10,Centro-Oeste,Alimentos,Chá Manhã,Loja física,2,20.85,41.7,33.29,8.41,3.5
2025-03-10,Norte,Casa e Decoração,Cadeira Foco,E-commerce,3,333.9,1001.7,544.04,457.66,3.8
2025-03-10,Sudeste,Eletrônicos,Monitor Vista,E-commerce,3,948.5,2845.5,2618.37,227.13,3.5
2025-03-10,Nordeste,Casa e Decoração,Tapete Onda,Loja física,2,335.21,670.42,401.31,269.11,4.2
2025-03-11,Nordeste,Vestuário,Camiseta Base,E-commerce,3,151.06,453.18,216.06,237.12,4.0
2025-03-11,Sul,Vestuário,Tênis Passo,Loja física,6,199.15,1194.9,525.72,669.18,4.1
2025-03-11,Sul,Alimentos,Granola Cheia,Loja física,3,63.71,191.13,162.41,28.72,2.8
2025-03-12,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,E-commerce,2,636.62,1273.24,897.38,375.86,3.8
2025-03-12,Sul,Alimentos,Granola Cheia,Loja física,2,53.97,107.94,89.83,18.11,3.7
2025-03-12,Sul,Eletrônicos,Monitor Vista,E-commerce,4,2256.0,9024.0,7880.63,1143.37,3.4
2025-03-12,Sudeste,Casa e Decoração,Tapete Onda,E-commerce,4,231.65,926.6,555.19,371.41,4.2
2025-03-12,Sudeste,Esporte e Lazer,Bicicleta Rota,E-commerce,7,638.25,4467.75,2972.37,1495.38,3.0
2025-03-13,Centro-Oeste,Vestuário,Camiseta Base,Loja física,4,149.1,596.4,224.88,371.52,4.1
2025-03-13,Nordeste,Vestuário,Jaqueta Norte,E-commerce,6,158.84,953.04,404.71,548.33,4.4
2025-03-13,Centro-Oeste,Alimentos,Granola Cheia,E-commerce,3,76.38,229.14,168.62,60.52,4.8
2025-03-13,Nordeste,Alimentos,Azeite Oliva,E-commerce,8,72.45,579.6,443.07,136.53,3.4
2025-03-13,Centro-Oeste,Alimentos,Granola Cheia,Loja física,4,52.64,210.56,169.61,40.95,3.7
2025-03-13,Centro-Oeste,Eletrônicos,Fone Pulse,Loja física,2,2044.73,4089.46,3307.53,781.93,3.6
2025-03-14,Sul,Eletrônicos,Fone Pulse,Loja física,3,1073.04,3219.12,2449.08,770.04,3.4
2025-03-14,Sudeste,Esporte e Lazer,Barraca Cume,Marketplace,7,491.61,3441.27,2660.22,781.05,4.0
2025-03-14,Nordeste,Vestuário,Tênis Passo,Loja física,2,113.94,227.88,117.39,110.49,3.5
2025-03-14,Sudeste,Vestuário,Calça Trilha,E-commerce,5,191.74,958.7,488.24,470.46,5.0
2025-03-15,Norte,Casa e Decoração,Tapete Onda,Loja física,3,310.07,930.21,505.71,424.5,3.6
2025-03-15,Sudeste,Esporte e Lazer,Halteres Par,E-commerce,4,540.2,2160.8,1409.52,751.28,3.9
2025-03-15,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,Loja física,5,629.86,3149.3,2078.39,1070.91,2.7
2025-03-15,Nordeste,Alimentos,Café Serra,Loja física,8,61.06,488.48,384.53,103.95,4.3
2025-03-15,Sudeste,Esporte e Lazer,Prancha Maré,Loja física,6,182.41,1094.46,705.34,389.12,3.6
2025-03-15,Nordeste,Casa e Decoração,Vaso Raiz,Loja física,2,193.47,386.94,208.56,178.38,4.2
2025-03-15,Centro-Oeste,Alimentos,Chá Manhã,Marketplace,6,41.77,250.62,207.49,43.13,3.9
2025-03-16,Nordeste,Casa e Decoração,Cadeira Foco,Marketplace,4,487.86,1951.44,1201.34,750.1,4.5
2025-03-16,Sudeste,Eletrônicos,Tablet Nimbus,Loja física,9,1558.6,14027.4,12007.57,2019.83,3.9
2025-03-16,Centro-Oeste,Eletrônicos,Fone Pulse,Marketplace,3,2358.13,7074.39,6932.9,141.49,3.9
2025-03-16,Sul,Esporte e Lazer,Halteres Par,Marketplace,7,316.53,2215.71,1306.68,909.03,4.5
2025-03-17,Nordeste,Vestuário,Camiseta Base,Loja física,3,107.3,321.9,141.98,179.92,5.0
2025-03-17,Nordeste,Casa e Decoração,Vaso Raiz,E-commerce,3,493.17,1479.51,861.46,618.05,3.5
2025-03-17,Sudeste,Casa e Decoração,Luminária Sol,E-commerce,4,184.21,736.84,484.93,251.91,3.9
2025-03-17,Nordeste,Eletrônicos,Notebook Aura,E-commerce,3,2105.66,6316.98,5112.15,1204.83,3.5
2025-03-17,Sul,Alimentos,Azeite Oliva,E-commerce,5,44.51,222.55,173.45,49.1,3.9
2025-03-18,Sul,Esporte e Lazer,Prancha Maré,E-commerce,6,305.77,1834.62,1338.51,496.11,3.7
2025-03-18,Sudeste,Alimentos,Granola Cheia,E-commerce,3,20.15,60.45,45.54,14.91,4.0
2025-03-18,Sul,Esporte e Lazer,Barraca Cume,E-commerce,2,166.05,332.1,192.25,139.85,4.0
2025-03-18,Sudeste,Alimentos,Café Serra,E-commerce,5,46.46,232.3,166.69,65.61,4.8
2025-03-19,Sudeste,Esporte e Lazer,Prancha Maré,E-commerce,6,352.19,2113.14,1347.03,766.11,3.3
2025-03-19,Nordeste,Esporte e Lazer,Halteres Par,Loja física,4,341.29,1365.16,842.65,522.51,3.7
2025-03-19,Nordeste,Alimentos,Café Serra,Marketplace,4,59.68,238.72,177.32,61.4,4.2
2025-03-19,Sudeste,Casa e Decoração,Luminária Sol,Marketplace,5,291.79,1458.95,964.71,494.24,3.3
2025-03-19,Nordeste,Esporte e Lazer,Bicicleta Rota,E-commerce,4,584.89,2339.56,1696.7,642.86,5.0
2025-03-19,Norte,Eletrônicos,Monitor Vista,Marketplace,3,2342.71,7028.13,5719.03,1309.1,4.8
2025-03-20,Sul,Alimentos,Chá Manhã,E-commerce,2,27.68,55.36,42.1,13.26,3.8
2025-03-20,Sul,Esporte e Lazer,Prancha Maré,Loja física,3,286.5,859.5,497.49,362.01,4.7
2025-03-20,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,E-commerce,1,223.91,223.91,153.16,70.75,3.6
2025-03-20,Centro-Oeste,Esporte e Lazer,Prancha Maré,E-commerce,3,267.12,801.36,517.26,284.1,3.8
2025-03-20,Sudeste,Alimentos,Chá Manhã,Marketplace,5,20.94,104.7,77.14,27.56,2.6
2025-03-21,Sudeste,Vestuário,Calça Trilha,E-commerce,1,181.75,181.75,84.15,97.6,4.5
2025-03-21,Sudeste,Eletrônicos,Monitor Vista,Loja física,4,1723.13,6892.52,5214.02,1678.5,4.1
2025-03-21,Sudeste,Eletrônicos,Notebook Aura,E-commerce,3,1918.05,5754.15,5172.59,581.56,3.8
2025-03-22,Nordeste,Vestuário,Camiseta Base,Loja física,7,188.02,1316.14,623.82,692.32,4.7
2025-03-22,Sudeste,Vestuário,Calça Trilha,Loja física,2,66.29,132.58,77.17,55.41,4.1
2025-03-22,Norte,Casa e Decoração,Vaso Raiz,E-commerce,2,388.39,776.78,471.49,305.29,4.3
2025-03-22,Norte,Eletrônicos,Fone Pulse,E-commerce,4,1271.5,5086.0,4591.32,494.68,3.3
2025-03-22,Nordeste,Eletrônicos,Notebook Aura,E-commerce,4,1573.13,6292.52,4982.97,1309.55,4.2
2025-03-22,Sudeste,Casa e Decoração,Tapete Onda,E-commerce,7,112.0,784.0,489.57,294.43,3.6
2025-03-22,Sudeste,Alimentos,Café Serra,Loja física,4,59.78,239.12,163.1,76.02,3.2
2025-03-22,Sudeste,Eletrônicos,Monitor Vista,Loja física,4,1039.25,4157.0,3521.08,635.92,3.6
2025-03-23,Nordeste,Alimentos,Café Serra,E-commerce,3,27.7,83.1,68.21,14.89,4.2
2025-03-23,Norte,Eletrônicos,Tablet Nimbus,Loja física,2,1773.55,3547.1,2821.35,725.75,4.3
2025-03-23,Centro-Oeste,Alimentos,Chá Manhã,E-commerce,4,45.68,182.72,131.64,51.08,3.0
2025-03-23,Sul,Casa e Decoração,Tapete Onda,Loja física,6,175.99,1055.94,656.35,399.59,3.8
2025-03-24,Sul,Alimentos,Chá Manhã,Loja física,2,62.61,125.22,86.78,38.44,3.5
2025-03-24,Sul,Eletrônicos,Tablet Nimbus,Loja física,6,1799.81,10798.86,8501.29,2297.57,2.4
2025-03-24,Sul,Vestuário,Camiseta Base,Loja física,5,212.12,1060.6,487.81,572.79,3.5
2025-03-24,Sudeste,Vestuário,Calça Trilha,Marketplace,3,179.86,539.58,291.49,248.09,3.9
2025-03-24,Nordeste,Esporte e Lazer,Prancha Maré,E-commerce,3,268.18,804.54,478.83,325.71,4.2
2025-03-25,Norte,Vestuário,Calça Trilha,E-commerce,3,177.43,532.29,231.64,300.65,4.5
2025-03-25,Sudeste,Eletrônicos,Monitor Vista,E-commerce,4,2073.26,8293.04,6124.43,2168.61,3.7
2025-03-25,Sudeste,Vestuário,Camiseta Base,E-commerce,9,211.55,1903.95,882.28,1021.67,4.3
2025-03-25,Nordeste,Alimentos,Granola Cheia,Loja física,6,75.19,451.14,368.3,82.84,3.0
2025-03-25,Centro-Oeste,Esporte e Lazer,Halteres Par,E-commerce,6,594.11,3564.66,2328.05,1236.61,
2025-03-25,Sul,Eletrônicos,Tablet Nimbus,E-commerce,4,1529.75,6119.0,4739.88,1379.12,3.7
2025-03-25,Sudeste,Esporte e Lazer,Prancha Maré,Loja física,3,533.61,1600.83,1138.43,462.4,3.2
2025-03-26,Norte,Casa e Decoração,Luminária Sol,Loja física,3,537.82,1613.46,1046.98,566.48,4.5
2025-03-26,Sudeste,Alimentos,Café Serra,E-commerce,11,22.25,244.75,165.02,79.73,3.3
2025-03-26,Norte,Alimentos,Chá Manhã,E-commerce,2,17.25,34.5,27.78,6.72,3.6
2025-03-26,Nordeste,Alimentos,Chá Manhã,E-commerce,6,39.64,237.84,171.85,65.99,
2025-03-26,Nordeste,Eletrônicos,Monitor Vista,Loja física,3,2665.45,7996.35,6354.93,1641.42,3.4
2025-03-26,Nordeste,Alimentos,Chá Manhã,Loja física,4,48.89,195.56,150.65,44.91,2.8
2025-03-26,Sul,Vestuário,Calça Trilha,E-commerce,2,172.22,344.44,161.32,183.12,4.5
2025-03-27,Sudeste,Alimentos,Granola Cheia,E-commerce,4,59.1,236.4,179.27,57.13,4.6
2025-03-27,Sul,Esporte e Lazer,Halteres Par,E-commerce,5,378.1,1890.5,1100.35,790.15,3.3
2025-03-27,Nordeste,Vestuário,Jaqueta Norte,E-commerce,8,163.31,1306.48,651.5,654.98,3.5
2025-03-27,Sudeste,Casa e Decoração,Luminária Sol,Loja física,6,157.03,942.18,552.15,390.03,4.1
2025-03-28,Sudeste,Vestuário,Jaqueta Norte,Loja física,7,266.29,1864.03,797.45,1066.58,3.8
2025-03-28,Sul,Casa e Decoração,Tapete Onda,Loja física,3,355.37,1066.11,711.63,354.48,4.3
2025-03-28,Sudeste,Esporte e Lazer,Bicicleta Rota,Marketplace,7,648.37,4538.59,3471.0,1067.59,4.2
2025-03-28,Norte,Esporte e Lazer,Prancha Maré,E-commerce,1,478.0,478.0,299.35,178.65,4.0
2025-03-28,Centro-Oeste,Eletrônicos,Tablet Nimbus,E-commerce,5,660.33,3301.65,2542.58,759.07,3.4
2025-03-28,Sudeste,Casa e Decoração,Vaso Raiz,Loja física,3,284.56,853.68,498.76,354.92,5.0
2025-03-28,Sul,Esporte e Lazer,Bicicleta Rota,Loja física,3,191.28,573.84,359.63,214.21,4.2
2025-03-28,Sul,Alimentos,Azeite Oliva,Loja física,3,40.29,120.87,88.72,32.15,4.0
2025-03-28,Centro-Oeste,Vestuário,Tênis Passo,Marketplace,2,196.42,392.84,219.72,173.12,3.5
2025-03-29,Sul,Alimentos,Café Serra,E-commerce,7,24.21,169.47,123.85,45.62,3.9
2025-03-29,Sul,Casa e Decoração,Tapete Onda,E-commerce,3,327.88,983.64,673.66,309.98,3.3
2025-03-29,Nordeste,Esporte e Lazer,Halteres Par,E-commerce,6,446.13,2676.78,2012.75,664.03,3.6
2025-03-29,Sudeste,Eletrônicos,Tablet Nimbus,Marketplace,7,1873.07,13111.49,12094.49,1017.0,4.0
2025-03-29,Sudeste,Alimentos,Café Serra,Loja física,8,50.92,407.36,294.74,112.62,4.7
2025-03-29,Centro-Oeste,Casa e Decoração,Cadeira Foco,Loja física,4,219.12,876.48,502.33,374.15,3.7
2025-03-29,Centro-Oeste,Alimentos,Chá Manhã,E-commerce,5,49.83,249.15,195.77,53.38,3.2
2025-03-30,Centro-Oeste,Esporte e Lazer,Barraca Cume,E-commerce,5,798.05,3990.25,2253.65,1736.6,3.0
2025-03-30,Norte,Eletrônicos,Fone Pulse,E-commerce,3,2162.69,6488.07,5520.09,967.98,3.8
2025-03-30,Nordeste,Esporte e Lazer,Halteres Par,Loja física,5,417.78,2088.9,1374.36,714.54,3.9
2025-03-30,Sudeste,Eletrônicos,Tablet Nimbus,Loja física,8,2734.1,21872.8,19035.71,2837.09,3.7
2025-03-30,Sudeste,Eletrônicos,Fone Pulse,Marketplace,4,1335.48,5341.92,4849.33,492.59,3.1
2025-03-31,Nordeste,Alimentos,Café Serra,Loja física,3,16.8,50.4,34.3,16.1,3.1
2025-03-31,Centro-Oeste,Alimentos,Chá Manhã,E-commerce,4,55.64,222.56,134.62,87.94,4.3
2025-03-31,Sudeste,Esporte e Lazer,Halteres Par,E-commerce,5,540.26,2701.3,1706.31,994.99,4.0
2025-03-31,Sudeste,Alimentos,Azeite Oliva,E-commerce,4,38.01,152.04,120.26,31.78,3.7
2025-03-31,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,E-commerce,2,470.35,940.7,549.72,390.98,4.7
2025-04-01,Sudeste,Casa e Decoração,Luminária Sol,E-commerce,4,148.2,592.8,353.03,239.77,3.5
2025-04-02,Sul,Casa e Decoração,Luminária Sol,E-commerce,5,510.37,2551.85,1521.23,1030.62,3.6
2025-04-02,Sudeste,Casa e Decoração,Tapete Onda,Marketplace,3,289.74,869.22,613.39,255.83,3.9
2025-04-02,Nordeste,Vestuário,Tênis Passo,Loja física,5,269.09,1345.45,681.75,663.7,4.0
2025-04-02,Sudeste,Esporte e Lazer,Barraca Cume,E-commerce,5,606.52,3032.6,1765.25,1267.35,3.9
2025-04-02,Sudeste,Vestuário,Calça Trilha,Loja física,6,146.88,881.28,378.88,502.4,5.0
2025-04-02,Nordeste,Alimentos,Chá Manhã,E-commerce,4,42.45,169.8,135.58,34.22,
2025-04-03,Nordeste,Vestuário,Camiseta Base,E-commerce,4,164.56,658.24,301.83,356.41,4.3
2025-04-03,Nordeste,Casa e Decoração,Cadeira Foco,Loja física,3,464.31,1392.93,771.38,621.55,4.4
2025-04-03,Centro-Oeste,Vestuário,Jaqueta Norte,E-commerce,2,215.65,431.3,192.02,239.28,4.8
2025-04-03,Centro-Oeste,Alimentos,Granola Cheia,Marketplace,2,77.67,155.34,126.09,29.25,
2025-04-03,Sul,Alimentos,Café Serra,E-commerce,5,42.84,214.2,162.26,51.94,2.6
2025-04-03,Sudeste,Casa e Decoração,Vaso Raiz,Loja física,11,572.36,6295.96,3364.84,2931.12,4.0
2025-04-03,Sul,Eletrônicos,Notebook Aura,E-commerce,3,2588.32,7764.96,6449.39,1315.57,3.8
2025-04-04,Sudeste,Eletrônicos,Fone Pulse,E-commerce,5,1855.25,9276.25,8328.5,947.75,3.3
2025-04-04,Nordeste,Alimentos,Granola Cheia,E-commerce,8,27.39,219.12,155.62,63.5,4.1
2025-04-04,Centro-Oeste,Vestuário,Tênis Passo,E-commerce,2,264.1,528.2,283.05,245.15,3.8
2025-04-04,Sudeste,Esporte e Lazer,Prancha Maré,Loja física,4,309.14,1236.56,763.31,473.25,4.0
2025-04-04,Sudeste,Esporte e Lazer,Halteres Par,E-commerce,6,251.84,1511.04,922.6,588.44,3.7
2025-04-04,Sudeste,Alimentos,Granola Cheia,E-commerce,3,24.52,73.56,55.46,18.1,4.3
2025-04-05,Sudeste,Esporte e Lazer,Prancha Maré,Loja física,5,560.36,2801.8,1749.98,1051.82,3.8
2025-04-05,Centro-Oeste,Casa e Decoração,Tapete Onda,Marketplace,4,262.54,1050.16,690.19,359.97,4.6
2025-04-05,Centro-Oeste,Esporte e Lazer,Bicicleta Rota,E-commerce,5,312.35,1561.75,1048.63,513.12,4.1
2025-04-05,Centro-Oeste,Esporte e Lazer,Barraca Cume,Loja física,2,720.2,1440.4,900.06,540.34,3.5
2025-04-06,Sul,Casa e Decoração,Cadeira Foco,E-commerce,6,160.32,961.92,563.75,398.17,3.3
2025-04-06,Sul,Vestuário,Camiseta Base,Loja física,5,171.93,859.65,357.66,501.99,3.9
2025-04-06,Sul,Eletrônicos,Tablet Nimbus,E-commerce,3,1566.36,4699.08,3653.12,1045.96,5.0
2025-04-06,Sudeste,Alimentos,Granola Cheia,Loja física,9,34.49,310.41,241.19,69.22,3.6
2025-04-06,Sul,Casa e Decoração,Luminária Sol,E-commerce,7,144.34,1010.38,570.63,439.75,4.4
2025-04-07,Nordeste,Alimentos,Chá Manhã,Marketplace,3,32.37,97.11,83.81,13.3,3.3
2025-04-07,Sul,Vestuário,Jaqueta Norte,E-commerce,4,237.69,950.76,494.74,456.02,4.6
2025-04-07,Sul,Vestuário,Tênis Passo,E-commerce,3,141.81,425.43,182.1,243.33,3.5
2025-04-07,Sudeste,Eletrônicos,Monitor Vista,Loja física,5,1430.53,7152.65,6799.66,352.99,2.9
2025-04-07,Sul,Esporte e Lazer,Bicicleta Rota,E-commerce,3,498.71,1496.13,813.45,682.68,3.9
2025-04-07,Centro-Oeste,Eletrônicos,Notebook Aura,E-commerce,6,1878.6,11271.6,9663.65,1607.95,2.9
2025-04-07,Sudeste,Vestuário,Jaqueta Norte,E-commerce,6,156.41,938.46,468.05,470.41,5.0
2025-04-08,Centro-Oeste,Esporte e Lazer,Prancha Maré,Loja física,5,520.35,2601.75,1710.21,891.54,4.8
2025-04-08,Nordeste,Alimentos,Granola Cheia,Marketplace,3,35.74,107.22,87.64,19.58,3.9
2025-04-08,Sudeste,Vestuário,Calça Trilha,Loja física,9,84.24,758.16,357.24,400.92,4.5
2025-04-08,Nordeste,Vestuário,Jaqueta Norte,E-commerce,3,55.65,166.95,75.98,90.97,3.6
2025-04-08,Nordeste,Esporte e Lazer,Bicicleta Rota,Loja física,4,580.6,2322.4,1520.75,801.65,3.2
2025-04-08,Norte,Casa e Decoração,Cadeira Foco,E-commerce,3,429.1,1287.3,756.9,530.4,3.3
2025-04-08,Sudeste,Esporte e Lazer,Prancha Maré,Loja física,9,566.99,5102.91,3429.96,1672.95,3.4
2025-04-08,Sudeste,Vestuário,Calça Trilha,E-commerce,5,152.38,761.9,309.74,452.16,4.3
2025-04-08,Sudeste,Eletrônicos,Tablet Nimbus,Loja física,8,2236.89,17895.12,15849.71,2045.41,2.9
2025-04-09,Nordeste,Vestuário,Camiseta Base,Loja física,2,182.44,364.88,190.72,174.16,3.5
2025-04-09,Sudeste,Alimentos,Azeite Oliva,E-commerce,6,30.43,182.58,128.11,54.47,4.3
2025-04-09,Centro-Oeste,Esporte e Lazer,Barraca Cume,E-commerce,3,356.28,1068.84,545.7,523.14,3.8
2025-04-09,Norte,Esporte e Lazer,Bicicleta Rota,Loja física,2,564.08,1128.16,757.11,371.05,4.0
2025-04-09,Sudeste,Vestuário,Tênis Passo,E-commerce,8,155.16,1241.28,622.09,619.19,3.9
2025-04-10,Sul,Alimentos,Café Serra,E-commerce,6,58.07,348.42,243.51,104.91,4.6
2025-04-10,Nordeste,Eletrônicos,Monitor Vista,Loja física,4,1654.86,6619.44,5257.22,1362.22,4.2
2025-04-10,Sul,Vestuário,Calça Trilha,E-commerce,2,143.12,286.24,133.48,152.76,3.6
2025-04-10,Sudeste,Vestuário,Camiseta Base,Marketplace,9,147.05,1323.45,708.32,615.13,4.7
2025-04-10,Centro-Oeste,Alimentos,Café Serra,E-commerce,4,62.24,248.96,183.51,65.45,3.2
